time	time	departures_all	arrivals_all	stuck_all	en-route_all	departures_car	arrivals_car	stuck_car	en-route_car	departures_walk	arrivals_walk	stuck_walk	en-route_walk
34:45:00	125100	0	0	0	0	0	0	0	0	0	0	0	0
34:50:00	125400	0	0	0	0	0	0	0	0	0	0	0	0
34:55:00	125700	0	0	0	0	0	0	0	0	0	0	0	0
35:00:00	126000	0	0	0	0	0	0	0	0	0	0	0	0
35:05:00	126300	0	0	0	0	0	0	0	0	0	0	0	0
35:10:00	126600	0	0	0	0	0	0	0	0	0	0	0	0
35:15:00	126900	0	0	0	0	0	0	0	0	0	0	0	0
35:20:00	127200	0	0	0	0	0	0	0	0	0	0	0	0
35:25:00	127500	0	0	0	0	0	0	0	0	0	0	0	0
35:30:00	127800	0	0	0	0	0	0	0	0	0	0	0	0
35:35:00	128100	0	0	0	0	0	0	0	0	0	0	0	0
35:40:00	128400	0	0	0	0	0	0	0	0	0	0	0	0
35:45:00	128700	0	0	0	0	0	0	0	0	0	0	0	0
35:50:00	129000	0	0	0	0	0	0	0	0	0	0	0	0
35:55:00	129300	0	0	0	0	0	0	0	0	0	0	0	0
36:00:00	129600	0	0	0	0	0	0	0	0	0	0	0	0
36:05:00	129900	0	0	0	0	0	0	0	0	0	0	0	0
